S.No,Flight Number,Date,From,To,Aircraft,Flight time,STD,ATD,STA,ATA,TimeSlot,STD_MinOfDay,STA_MinOfDay,DepartureDelayMin,ArrivalDelayMin,SchedBlockMin,ActualBlockMin,Year,Month,Day,DayOfWeek,IsWeekend,Unnamed: 2
1.0,AI2509,2025-07-25,Mumbai (BOM),Chandigarh (IXC),A20N (VT-EXU),01:54:00,06:00:00,06:20:00,08:10:00,08:14:00,6AM - 9AM,360.0,490.0,20.0,4.0,130.0,114.0,2025,7,25,4,0,2025-07-25
1.0,AI2509,2025-07-24,Mumbai (BOM),Chandigarh (IXC),A20N (VT-RTJ),01:54:00,06:00:00,06:07:00,08:10:00,08:01:00,6AM - 9AM,360.0,490.0,7.0,-9.0,130.0,114.0,2025,7,24,3,0,2025-07-24
1.0,AI2509,2025-07-23,Mumbai (BOM),Chandigarh (IXC),A20N (VT-TQB),02:04:00,06:00:00,06:20:00,08:10:00,08:23:00,6AM - 9AM,360.0,490.0,20.0,13.0,130.0,123.0,2025,7,23,2,0,2025-07-23
1.0,AI2509,2025-07-22,Mumbai (BOM),Chandigarh (IXC),A20N (VT-RTU),01:50:00,06:00:00,07:30:00,08:10:00,09:20:00,6AM - 9AM,360.0,490.0,90.0,70.0,130.0,110.0,2025,7,22,1,0,2025-07-22
1.0,AI2509,2025-07-21,Mumbai (BOM),Chandigarh (IXC),A20N (VT-EXK),01:50:00,06:00:00,06:11:00,08:10:00,08:01:00,6AM - 9AM,360.0,490.0,11.0,-9.0,130.0,110.0,2025,7,21,0,0,2025-07-21
1.0,AI2509,2025-07-20,Mumbai (BOM),Chandigarh (IXC),A20N (VT-EXM),01:48:00,05:30:00,05:50:00,07:40:00,07:39:00,6AM - 9AM,330.0,460.0,20.0,-1.0,130.0,109.0,2025,7,20,6,1,2025-07-20
1.0,AI2509,2025-07-19,Mumbai (BOM),Chandigarh (IXC),A20N (VT-EXL),01:54:00,06:00:00,06:15:00,08:10:00,08:09:00,6AM - 9AM,360.0,490.0,15.0,-1.0,130.0,114.0,2025,7,19,5,1,2025-07-19
2.0,AI2625,2025-07-25,Mumbai (BOM),Hyderabad (HYD),A20N (VT-TQW),01:09:00,06:00:00,06:17:00,07:25:00,07:26:00,6AM - 9AM,360.0,445.0,17.0,1.0,85.0,69.0,2025,7,25,4,0,2025-07-25
2.0,AI2625,2025-07-24,Mumbai (BOM),Hyderabad (HYD),A20N (VT-TQH),01:08:00,06:00:00,06:18:00,07:25:00,07:27:00,6AM - 9AM,360.0,445.0,18.0,2.0,85.0,69.0,2025,7,24,3,0,2025-07-24
2.0,AI2625,2025-07-23,Mumbai (BOM),Hyderabad (HYD),A20N (VT-EXV),01:05:00,06:00:00,06:26:00,07:25:00,07:31:00,6AM - 9AM,360.0,445.0,26.0,6.0,85.0,65.0,2025,7,23,2,0,2025-07-23
2.0,AI2625,2025-07-22,Mumbai (BOM),Hyderabad (HYD),A20N (VT-TQF),01:06:00,06:00:00,06:39:00,07:25:00,07:45:00,6AM - 9AM,360.0,445.0,39.0,20.0,85.0,66.0,2025,7,22,1,0,2025-07-22
2.0,AI2625,2025-07-21,Mumbai (BOM),Hyderabad (HYD),A20N (VT-TNU),01:07:00,06:00:00,06:22:00,07:25:00,07:29:00,6AM - 9AM,360.0,445.0,22.0,4.0,85.0,67.0,2025,7,21,0,0,2025-07-21
2.0,AI2625,2025-07-20,Mumbai (BOM),Hyderabad (HYD),A20N (VT-EXV),01:11:00,06:00:00,06:11:00,07:25:00,07:23:00,6AM - 9AM,360.0,445.0,11.0,-2.0,85.0,72.0,2025,7,20,6,1,2025-07-20
2.0,AI2625,2025-07-19,Mumbai (BOM),Hyderabad (HYD),A20N (VT-TQB),01:13:00,06:00:00,06:20:00,07:25:00,07:33:00,6AM - 9AM,360.0,445.0,20.0,8.0,85.0,73.0,2025,7,19,5,1,2025-07-19
3.0,6E762,2025-07-25,Mumbai (BOM),Delhi (DEL),A21N (VT-NCB),01:42:00,06:00:00,06:08:00,07:55:00,07:49:00,6AM - 9AM,360.0,475.0,8.0,-6.0,115.0,101.0,2025,7,25,4,0,2025-07-25
3.0,6E762,2025-07-24,Mumbai (BOM),Delhi (DEL),A21N (VT-IWQ),01:47:00,06:00:00,06:15:00,07:55:00,08:02:00,6AM - 9AM,360.0,475.0,15.0,7.0,115.0,107.0,2025,7,24,3,0,2025-07-24
3.0,6E762,2025-07-23,Mumbai (BOM),Delhi (DEL),A21N (VT-NCA),01:52:00,06:00:00,06:22:00,07:55:00,08:14:00,6AM - 9AM,360.0,475.0,22.0,19.0,115.0,112.0,2025,7,23,2,0,2025-07-23
3.0,6E762,2025-07-22,Mumbai (BOM),Delhi (DEL),A21N (VT-ICF),01:37:00,06:00:00,06:08:00,07:55:00,07:45:00,6AM - 9AM,360.0,475.0,8.0,-10.0,115.0,97.0,2025,7,22,1,0,2025-07-22
3.0,6E762,2025-07-21,Mumbai (BOM),Delhi (DEL),A21N (VT-NCR),01:36:00,06:00:00,06:10:00,07:55:00,07:45:00,6AM - 9AM,360.0,475.0,10.0,-10.0,115.0,95.0,2025,7,21,0,0,2025-07-21
3.0,6E762,2025-07-20,Mumbai (BOM),Delhi (DEL),A21N (VT-NCA),01:40:00,06:00:00,06:02:00,07:55:00,07:42:00,6AM - 9AM,360.0,475.0,2.0,-13.0,115.0,100.0,2025,7,20,6,1,2025-07-20
3.0,6E762,2025-07-19,Mumbai (BOM),Delhi (DEL),A21N (VT-NCG),01:45:00,06:00:00,06:07:00,07:55:00,07:53:00,6AM - 9AM,360.0,475.0,7.0,-2.0,115.0,106.0,2025,7,19,5,1,2025-07-19
4.0,QP1891,2025-07-25,Mumbai (BOM),Srinagar (SXR),B38M (VT-YAP),02:12:00,06:05:00,06:25:00,08:45:00,08:37:00,6AM - 9AM,365.0,525.0,20.0,-8.0,160.0,132.0,2025,7,25,4,0,2025-07-25
4.0,QP1891,2025-07-24,Mumbai (BOM),Srinagar (SXR),B38M (VT-YAH),02:23:00,06:05:00,06:23:00,08:45:00,08:46:00,6AM - 9AM,365.0,525.0,18.0,1.0,160.0,143.0,2025,7,24,3,0,2025-07-24
4.0,QP1891,2025-07-23,Mumbai (BOM),Srinagar (SXR),B38M (VT-YAG),02:23:00,06:05:00,06:30:00,08:45:00,08:52:00,6AM - 9AM,365.0,525.0,25.0,7.0,160.0,142.0,2025,7,23,2,0,2025-07-23
4.0,QP1891,2025-07-22,Mumbai (BOM),Srinagar (SXR),B38M (VT-YBE),02:19:00,06:05:00,06:18:00,08:45:00,08:37:00,6AM - 9AM,365.0,525.0,13.0,-8.0,160.0,139.0,2025,7,22,1,0,2025-07-22
4.0,QP1891,2025-07-21,Mumbai (BOM),Srinagar (SXR),B38M (VT-YAF),02:27:00,06:05:00,06:29:00,08:45:00,08:56:00,6AM - 9AM,365.0,525.0,24.0,11.0,160.0,147.0,2025,7,21,0,0,2025-07-21
4.0,QP1891,2025-07-20,Mumbai (BOM),Srinagar (SXR),B38M (VT-YAI),02:17:00,06:05:00,06:15:00,08:45:00,08:33:00,6AM - 9AM,365.0,525.0,10.0,-12.0,160.0,138.0,2025,7,20,6,1,2025-07-20
4.0,QP1891,2025-07-19,Mumbai (BOM),Srinagar (SXR),B38M (VT-YAA),02:11:00,06:05:00,06:16:00,08:45:00,08:27:00,6AM - 9AM,365.0,525.0,11.0,-18.0,160.0,131.0,2025,7,19,5,1,2025-07-19
5.0,6E5352,2025-07-25,Mumbai (BOM),Bengaluru (BLR),A21N (VT-IWU),01:17:00,06:05:00,06:05:00,07:55:00,07:22:00,6AM - 9AM,365.0,475.0,0.0,-33.0,110.0,77.0,2025,7,25,4,0,2025-07-25
5.0,6E5352,2025-07-24,Mumbai (BOM),Bengaluru (BLR),A21N (VT-IWS),01:26:00,06:05:00,06:12:00,07:55:00,07:38:00,6AM - 9AM,365.0,475.0,7.0,-17.0,110.0,86.0,2025,7,24,3,0,2025-07-24
5.0,6E5352,2025-07-23,Mumbai (BOM),Bengaluru (BLR),A21N (VT-IWT),01:25:00,06:05:00,06:14:00,07:55:00,07:39:00,6AM - 9AM,365.0,475.0,9.0,-16.0,110.0,85.0,2025,7,23,2,0,2025-07-23
5.0,6E5352,2025-07-22,Mumbai (BOM),Bengaluru (BLR),A21N (VT-IWU),01:21:00,06:05:00,06:16:00,07:55:00,07:37:00,6AM - 9AM,365.0,475.0,11.0,-18.0,110.0,81.0,2025,7,22,1,0,2025-07-22
5.0,6E5352,2025-07-21,Mumbai (BOM),Bengaluru (BLR),A21N (VT-NCQ),01:19:00,06:05:00,06:03:00,07:55:00,07:22:00,6AM - 9AM,365.0,475.0,-2.0,-33.0,110.0,79.0,2025,7,21,0,0,2025-07-21
5.0,6E5352,2025-07-20,Mumbai (BOM),Bengaluru (BLR),A21N (VT-NCH),01:20:00,06:05:00,06:06:00,07:55:00,07:25:00,6AM - 9AM,365.0,475.0,1.0,-30.0,110.0,79.0,2025,7,20,6,1,2025-07-20
5.0,6E5352,2025-07-19,Mumbai (BOM),Bengaluru (BLR),A21N (VT-NCB),01:11:00,06:05:00,06:10:00,07:55:00,07:21:00,6AM - 9AM,365.0,475.0,5.0,-34.0,110.0,71.0,2025,7,19,5,1,2025-07-19
6.0,6E1185,2025-07-25,Mumbai (BOM),Colombo (CMB),A20N (VT-IJZ),02:07:00,06:10:00,06:54:00,08:45:00,09:00:00,6AM - 9AM,370.0,525.0,44.0,15.0,155.0,126.0,2025,7,25,4,0,2025-07-25
6.0,6E1185,2025-07-24,Mumbai (BOM),Colombo (CMB),A20N (VT-ITZ),02:02:00,06:10:00,06:34:00,08:45:00,08:36:00,6AM - 9AM,370.0,525.0,24.0,-9.0,155.0,122.0,2025,7,24,3,0,2025-07-24
6.0,6E1185,2025-07-23,Mumbai (BOM),Colombo (CMB),A20N (VT-IPU),02:06:00,06:10:00,07:31:00,08:45:00,09:37:00,6AM - 9AM,370.0,525.0,81.0,52.0,155.0,126.0,2025,7,23,2,0,2025-07-23
6.0,6E1185,2025-07-22,Mumbai (BOM),Colombo (CMB),A20N (VT-IIQ),02:03:00,06:10:00,07:07:00,08:45:00,09:10:00,6AM - 9AM,370.0,525.0,57.0,25.0,155.0,123.0,2025,7,22,1,0,2025-07-22
6.0,6E1185,2025-07-21,Mumbai (BOM),Colombo (CMB),A20N (VT-IQI),02:02:00,06:10:00,07:14:00,08:45:00,09:16:00,6AM - 9AM,370.0,525.0,64.0,31.0,155.0,122.0,2025,7,21,0,0,2025-07-21
6.0,6E1185,2025-07-20,Mumbai (BOM),Colombo (CMB),A20N (VT-ITZ),02:04:00,06:10:00,06:52:00,08:45:00,08:55:00,6AM - 9AM,370.0,525.0,42.0,10.0,155.0,123.0,2025,7,20,6,1,2025-07-20
6.0,6E1185,2025-07-19,Mumbai (BOM),Colombo (CMB),A20N (VT-IJY),02:20:00,06:10:00,06:28:00,08:45:00,08:48:00,6AM - 9AM,370.0,525.0,18.0,3.0,155.0,140.0,2025,7,19,5,1,2025-07-19
7.0,6E5349,2025-07-25,Mumbai (BOM),Nagpur (NAG),A21N (VT-ICZ),—,06:10:00,06:26:00,07:45:00,,6AM - 9AM,370.0,465.0,16.0,,95.0,,2025,7,25,4,0,2025-07-25
7.0,6E5349,2025-07-24,Mumbai (BOM),Nagpur (NAG),A21N (VT-ILC),01:04:00,06:10:00,06:13:00,07:45:00,07:17:00,6AM - 9AM,370.0,465.0,3.0,-28.0,95.0,64.0,2025,7,24,3,0,2025-07-24
7.0,6E5349,2025-07-23,Mumbai (BOM),Nagpur (NAG),A21N (VT-ILC),01:04:00,06:10:00,06:25:00,07:45:00,07:29:00,6AM - 9AM,370.0,465.0,15.0,-16.0,95.0,64.0,2025,7,23,2,0,2025-07-23
7.0,6E5349,2025-07-22,Mumbai (BOM),Nagpur (NAG),A21N (VT-ILC),01:05:00,06:10:00,06:17:00,07:45:00,07:22:00,6AM - 9AM,370.0,465.0,7.0,-23.0,95.0,65.0,2025,7,22,1,0,2025-07-22
7.0,6E5349,2025-07-21,Mumbai (BOM),Nagpur (NAG),A21N (VT-ICZ),01:09:00,06:10:00,06:30:00,07:45:00,07:40:00,6AM - 9AM,370.0,465.0,20.0,-5.0,95.0,70.0,2025,7,21,0,0,2025-07-21
7.0,6E5349,2025-07-20,Mumbai (BOM),Nagpur (NAG),A21N (VT-ICZ),01:06:00,06:10:00,06:09:00,07:45:00,07:15:00,6AM - 9AM,370.0,465.0,-1.0,-30.0,95.0,66.0,2025,7,20,6,1,2025-07-20
7.0,6E5349,2025-07-19,Mumbai (BOM),Nagpur (NAG),A21N (VT-ICZ),01:05:00,06:10:00,06:19:00,07:45:00,07:24:00,6AM - 9AM,370.0,465.0,9.0,-21.0,95.0,65.0,2025,7,19,5,1,2025-07-19
8.0,QO342,2025-07-25,Mumbai (BOM),Delhi (DEL),B738 (VT-AAZ),01:41:00,06:15:00,06:27:00,08:25:00,08:09:00,6AM - 9AM,375.0,505.0,12.0,-16.0,130.0,102.0,2025,7,25,4,0,2025-07-25
8.0,QO342,2025-07-24,Mumbai (BOM),Delhi (DEL),B738 (VT-AAZ),01:46:00,06:15:00,06:22:00,08:25:00,08:08:00,6AM - 9AM,375.0,505.0,7.0,-17.0,130.0,106.0,2025,7,24,3,0,2025-07-24
8.0,QO342,2025-07-23,Mumbai (BOM),Delhi (DEL),B738 (VT-AAZ),01:49:00,06:15:00,06:37:00,08:25:00,08:26:00,6AM - 9AM,375.0,505.0,22.0,1.0,130.0,109.0,2025,7,23,2,0,2025-07-23
8.0,QO342,2025-07-22,Mumbai (BOM),Delhi (DEL),B738 (VT-AAZ),01:39:00,06:15:00,06:11:00,08:25:00,07:49:00,6AM - 9AM,375.0,505.0,-4.0,-36.0,130.0,98.0,2025,7,22,1,0,2025-07-22
8.0,QO342,2025-07-21,Mumbai (BOM),Delhi (DEL),B738 (VT-BAZ),01:38:00,06:15:00,06:13:00,08:25:00,07:52:00,6AM - 9AM,375.0,505.0,-2.0,-33.0,130.0,99.0,2025,7,21,0,0,2025-07-21
8.0,QO342,2025-07-20,Mumbai (BOM),Delhi (DEL),B738 (VT-BAZ),01:40:00,06:15:00,05:59:00,08:25:00,07:39:00,6AM - 9AM,375.0,505.0,-16.0,-46.0,130.0,100.0,2025,7,20,6,1,2025-07-20
8.0,QO342,2025-07-19,Mumbai (BOM),Delhi (DEL),B738 (VT-BAZ),01:39:00,06:15:00,06:18:00,08:25:00,07:57:00,6AM - 9AM,375.0,505.0,3.0,-28.0,130.0,99.0,2025,7,19,5,1,2025-07-19
9.0,6E6794,2025-07-25,Mumbai (BOM),Udaipur (UDR),A21N (VT-IMZ),01:03:00,06:15:00,06:31:00,07:40:00,07:34:00,6AM - 9AM,375.0,460.0,16.0,-6.0,85.0,63.0,2025,7,25,4,0,2025-07-25
9.0,6E6794,2025-07-24,Mumbai (BOM),Udaipur (UDR),A21N (VT-IBW),01:07:00,06:15:00,06:24:00,07:40:00,07:32:00,6AM - 9AM,375.0,460.0,9.0,-8.0,85.0,68.0,2025,7,24,3,0,2025-07-24
9.0,6E6794,2025-07-23,Mumbai (BOM),Udaipur (UDR),A21N (VT-ICG),01:02:00,06:15:00,06:33:00,07:40:00,07:35:00,6AM - 9AM,375.0,460.0,18.0,-5.0,85.0,62.0,2025,7,23,2,0,2025-07-23
9.0,6E6794,2025-07-22,Mumbai (BOM),Udaipur (UDR),A21N (VT-ICO),01:00:00,06:15:00,06:22:00,07:40:00,07:22:00,6AM - 9AM,375.0,460.0,7.0,-18.0,85.0,60.0,2025,7,22,1,0,2025-07-22
9.0,6E6794,2025-07-21,Mumbai (BOM),Udaipur (UDR),A21N (VT-IBO),01:05:00,06:15:00,06:31:00,07:40:00,07:36:00,6AM - 9AM,375.0,460.0,16.0,-4.0,85.0,65.0,2025,7,21,0,0,2025-07-21
9.0,6E6794,2025-07-20,Mumbai (BOM),Udaipur (UDR),A21N (VT-IBY),01:05:00,06:15:00,06:21:00,07:40:00,07:26:00,6AM - 9AM,375.0,460.0,6.0,-14.0,85.0,65.0,2025,7,20,6,1,2025-07-20
9.0,6E6794,2025-07-19,Mumbai (BOM),Udaipur (UDR),A21N (VT-ILQ),01:03:00,06:15:00,06:24:00,07:40:00,07:27:00,6AM - 9AM,375.0,460.0,9.0,-13.0,85.0,63.0,2025,7,19,5,1,2025-07-19
10.0,6E446,2025-07-25,Mumbai (BOM),Ahmedabad (AMD),A20N (VT-IIU),00:47:00,06:20:00,06:36:00,07:40:00,07:23:00,6AM - 9AM,380.0,460.0,16.0,-17.0,80.0,47.0,2025,7,25,4,0,2025-07-25
10.0,6E446,2025-07-24,Mumbai (BOM),Ahmedabad (AMD),A20N (VT-ISM),00:55:00,06:20:00,06:19:00,07:40:00,07:15:00,6AM - 9AM,380.0,460.0,-1.0,-25.0,80.0,56.0,2025,7,24,3,0,2025-07-24
10.0,6E446,2025-07-23,Mumbai (BOM),Ahmedabad (AMD),A20N (VT-IIE),00:48:00,06:20:00,06:35:00,07:40:00,07:23:00,6AM - 9AM,380.0,460.0,15.0,-17.0,80.0,48.0,2025,7,23,2,0,2025-07-23
10.0,6E446,2025-07-22,Mumbai (BOM),Ahmedabad (AMD),A20N (VT-IJX),00:50:00,06:20:00,06:33:00,07:40:00,07:23:00,6AM - 9AM,380.0,460.0,13.0,-17.0,80.0,50.0,2025,7,22,1,0,2025-07-22
10.0,6E446,2025-07-21,Mumbai (BOM),Ahmedabad (AMD),A20N (VT-IXN),00:50:00,06:20:00,06:50:00,07:40:00,07:40:00,6AM - 9AM,380.0,460.0,30.0,0.0,80.0,50.0,2025,7,21,0,0,2025-07-21
10.0,6E446,2025-07-20,Mumbai (BOM),Ahmedabad (AMD),A20N (VT-IZD),00:49:00,06:20:00,06:27:00,07:40:00,07:16:00,6AM - 9AM,380.0,460.0,7.0,-24.0,80.0,49.0,2025,7,20,6,1,2025-07-20
10.0,6E446,2025-07-19,Mumbai (BOM),Ahmedabad (AMD),A320 (VT-IFV),00:49:00,06:20:00,06:31:00,07:40:00,07:20:00,6AM - 9AM,380.0,460.0,11.0,-20.0,80.0,49.0,2025,7,19,5,1,2025-07-19
11.0,6E5223,2025-07-25,Mumbai (BOM),Raipur (RPR),A21N (VT-IBU),01:32:00,06:20:00,06:29:00,08:15:00,08:01:00,6AM - 9AM,380.0,495.0,9.0,-14.0,115.0,92.0,2025,7,25,4,0,2025-07-25
11.0,6E5223,2025-07-24,Mumbai (BOM),Raipur (RPR),A21N (VT-IUO),01:33:00,06:20:00,06:33:00,08:15:00,08:06:00,6AM - 9AM,380.0,495.0,13.0,-9.0,115.0,93.0,2025,7,24,3,0,2025-07-24
11.0,6E5223,2025-07-23,Mumbai (BOM),Raipur (RPR),A21N (VT-IRY),01:31:00,06:20:00,06:40:00,08:15:00,08:11:00,6AM - 9AM,380.0,495.0,20.0,-4.0,115.0,91.0,2025,7,23,2,0,2025-07-23
11.0,6E5223,2025-07-22,Mumbai (BOM),Raipur (RPR),A21N (VT-IRZ),01:28:00,06:20:00,06:27:00,08:15:00,07:55:00,6AM - 9AM,380.0,495.0,7.0,-20.0,115.0,88.0,2025,7,22,1,0,2025-07-22
11.0,6E5223,2025-07-21,Mumbai (BOM),Raipur (RPR),A21N (VT-ICO),01:41:00,06:20:00,06:46:00,08:15:00,08:26:00,6AM - 9AM,380.0,495.0,26.0,11.0,115.0,100.0,2025,7,21,0,0,2025-07-21
11.0,6E5223,2025-07-20,Mumbai (BOM),Raipur (RPR),A21N (VT-ICK),01:33:00,06:20:00,06:14:00,08:15:00,07:47:00,6AM - 9AM,380.0,495.0,-6.0,-28.0,115.0,93.0,2025,7,20,6,1,2025-07-20
11.0,6E5223,2025-07-19,Mumbai (BOM),Raipur (RPR),A21N (VT-ICY),01:30:00,06:20:00,06:29:00,08:15:00,08:00:00,6AM - 9AM,380.0,495.0,9.0,-15.0,115.0,91.0,2025,7,19,5,1,2025-07-19
12.0,OV760,2025-07-25,Mumbai (BOM),Muscat (MCT),A20N (A4O-OVG),02:03:00,06:25:00,06:33:00,07:25:00,07:05:00,6AM - 9AM,385.0,445.0,8.0,-20.0,60.0,32.0,2025,7,25,4,0,2025-07-25
12.0,OV760,2025-07-23,Mumbai (BOM),Muscat (MCT),A20N (A4O-OVG),01:56:00,06:25:00,06:47:00,07:25:00,07:13:00,6AM - 9AM,385.0,445.0,22.0,-12.0,60.0,26.0,2025,7,23,2,0,2025-07-23
12.0,OV760,2025-07-22,Mumbai (BOM),Muscat (MCT),A20N (A4O-OVI),02:01:00,06:25:00,06:45:00,07:25:00,07:15:00,6AM - 9AM,385.0,445.0,20.0,-10.0,60.0,30.0,2025,7,22,1,0,2025-07-22
12.0,OV760,2025-07-21,Mumbai (BOM),Muscat (MCT),A20N (A4O-OVG),01:56:00,06:25:00,06:48:00,07:25:00,07:14:00,6AM - 9AM,385.0,445.0,23.0,-11.0,60.0,26.0,2025,7,21,0,0,2025-07-21
12.0,OV760,2025-07-20,Mumbai (BOM),Muscat (MCT),A20N (A4O-OVG),02:00:00,07:35:00,08:00:00,08:35:00,08:30:00,6AM - 9AM,455.0,515.0,25.0,-5.0,60.0,30.0,2025,7,20,6,1,2025-07-20
12.0,OV760,2025-07-19,Mumbai (BOM),Muscat (MCT),A20N (A4O-OVI),02:00:00,06:25:00,06:55:00,07:25:00,07:25:00,6AM - 9AM,385.0,445.0,30.0,0.0,60.0,30.0,2025,7,19,5,1,2025-07-19
13.0,6E5188,2025-07-25,Mumbai (BOM),Chennai (MAA),A21N (VT-ICW),01:34:00,06:25:00,06:32:00,08:30:00,08:07:00,6AM - 9AM,385.0,510.0,7.0,-23.0,125.0,95.0,2025,7,25,4,0,2025-07-25
13.0,6E5188,2025-07-24,Mumbai (BOM),Chennai (MAA),A21N (VT-ILO),01:33:00,06:25:00,06:37:00,08:30:00,08:09:00,6AM - 9AM,385.0,510.0,12.0,-21.0,125.0,92.0,2025,7,24,3,0,2025-07-24
13.0,6E5188,2025-07-23,Mumbai (BOM),Chennai (MAA),A21N (VT-IML),01:38:00,06:25:00,06:44:00,08:30:00,08:22:00,6AM - 9AM,385.0,510.0,19.0,-8.0,125.0,98.0,2025,7,23,2,0,2025-07-23
13.0,6E5188,2025-07-22,Mumbai (BOM),Chennai (MAA),A21N (VT-ILG),01:31:00,06:25:00,06:32:00,08:30:00,08:03:00,6AM - 9AM,385.0,510.0,7.0,-27.0,125.0,91.0,2025,7,22,1,0,2025-07-22
13.0,6E5188,2025-07-21,Mumbai (BOM),Chennai (MAA),A21N (VT-IUO),01:34:00,06:25:00,06:43:00,08:30:00,08:17:00,6AM - 9AM,385.0,510.0,18.0,-13.0,125.0,94.0,2025,7,21,0,0,2025-07-21
13.0,6E5188,2025-07-20,Mumbai (BOM),Chennai (MAA),A21N (VT-ICG),01:34:00,06:25:00,06:25:00,08:30:00,07:58:00,6AM - 9AM,385.0,510.0,0.0,-32.0,125.0,93.0,2025,7,20,6,1,2025-07-20
13.0,6E5188,2025-07-19,Mumbai (BOM),Chennai (MAA),A21N (VT-ICG),01:40:00,06:25:00,06:21:00,08:30:00,08:02:00,6AM - 9AM,385.0,510.0,-4.0,-28.0,125.0,101.0,2025,7,19,5,1,2025-07-19
14.0,GF57,2025-07-25,Mumbai (BOM),Bahrain (BAH),A21N (A9C-XD),03:02:00,06:30:00,07:07:00,07:30:00,07:39:00,6AM - 9AM,390.0,450.0,37.0,9.0,60.0,32.0,2025,7,25,4,0,2025-07-25
14.0,GF57,2025-07-24,Mumbai (BOM),Bahrain (BAH),A21N (A9C-ND),02:55:00,06:30:00,06:25:00,07:30:00,06:50:00,6AM - 9AM,390.0,450.0,-5.0,-40.0,60.0,25.0,2025,7,24,3,0,2025-07-24
14.0,GF57,2025-07-23,Mumbai (BOM),Bahrain (BAH),A321 (A9C-CC),02:53:00,06:30:00,06:49:00,07:30:00,07:12:00,6AM - 9AM,390.0,450.0,19.0,-18.0,60.0,23.0,2025,7,23,2,0,2025-07-23
14.0,GF57,2025-07-22,Mumbai (BOM),Bahrain (BAH),A21N (A9C-XD),02:56:00,06:30:00,06:36:00,07:30:00,07:02:00,6AM - 9AM,390.0,450.0,6.0,-28.0,60.0,26.0,2025,7,22,1,0,2025-07-22
14.0,GF57,2025-07-21,Mumbai (BOM),Bahrain (BAH),A21N (A9C-XD),02:53:00,06:30:00,09:29:00,07:30:00,09:52:00,6AM - 9AM,390.0,450.0,179.0,142.0,60.0,23.0,2025,7,21,0,0,2025-07-21
14.0,GF57,2025-07-20,Mumbai (BOM),Bahrain (BAH),A21N (A9C-NA),02:59:00,06:30:00,06:24:00,07:30:00,06:53:00,6AM - 9AM,390.0,450.0,-6.0,-37.0,60.0,29.0,2025,7,20,6,1,2025-07-20
14.0,GF57,2025-07-19,Mumbai (BOM),Bahrain (BAH),A21N (A9C-NB),02:55:00,06:30:00,06:34:00,07:30:00,06:59:00,6AM - 9AM,390.0,450.0,4.0,-31.0,60.0,25.0,2025,7,19,5,1,2025-07-19
15.0,AI2603,2025-07-25,Mumbai (BOM),Bengaluru (BLR),A20N (VT-RTX),01:17:00,06:35:00,06:39:00,08:30:00,07:56:00,6AM - 9AM,395.0,510.0,4.0,-34.0,115.0,77.0,2025,7,25,4,0,2025-07-25
15.0,AI2603,2025-07-24,Mumbai (BOM),Bengaluru (BLR),A20N (VT-RTL),01:18:00,06:35:00,06:39:00,08:30:00,07:58:00,6AM - 9AM,395.0,510.0,4.0,-32.0,115.0,79.0,2025,7,24,3,0,2025-07-24
15.0,AI2603,2025-07-23,Mumbai (BOM),Bengaluru (BLR),A20N (VT-RTN),01:23:00,06:35:00,06:45:00,08:30:00,08:08:00,6AM - 9AM,395.0,510.0,10.0,-22.0,115.0,83.0,2025,7,23,2,0,2025-07-23
15.0,AI2603,2025-07-22,Mumbai (BOM),Bengaluru (BLR),A20N (VT-RTN),01:20:00,06:35:00,07:15:00,08:30:00,08:35:00,6AM - 9AM,395.0,510.0,40.0,5.0,115.0,80.0,2025,7,22,1,0,2025-07-22
15.0,AI2603,2025-07-21,Mumbai (BOM),Bengaluru (BLR),A20N (VT-RTK),01:17:00,06:35:00,06:49:00,08:30:00,08:06:00,6AM - 9AM,395.0,510.0,14.0,-24.0,115.0,77.0,2025,7,21,0,0,2025-07-21
15.0,AI2603,2025-07-20,Mumbai (BOM),Bengaluru (BLR),A20N (VT-RTN),01:21:00,06:35:00,06:33:00,08:30:00,07:55:00,6AM - 9AM,395.0,510.0,-2.0,-35.0,115.0,82.0,2025,7,20,6,1,2025-07-20
15.0,AI2603,2025-07-19,Mumbai (BOM),Bengaluru (BLR),A20N (VT-EXQ),01:16:00,06:35:00,06:37:00,08:30:00,07:54:00,6AM - 9AM,395.0,510.0,2.0,-36.0,115.0,77.0,2025,7,19,5,1,2025-07-19
16.0,6E1601,2025-07-25,Mumbai (BOM),Jakarta (CGK),A20N (VT-IXH),06:05:00,06:35:00,07:05:00,14:50:00,14:40:00,6AM - 9AM,395.0,890.0,30.0,-10.0,495.0,455.0,2025,7,25,4,0,2025-07-25
16.0,6E1601,2025-07-24,Mumbai (BOM),Jakarta (CGK),A20N (VT-IXM),06:14:00,06:35:00,07:07:00,14:50:00,14:51:00,6AM - 9AM,395.0,890.0,32.0,1.0,495.0,464.0,2025,7,24,3,0,2025-07-24
16.0,6E1601,2025-07-23,Mumbai (BOM),Jakarta (CGK),A20N (VT-IXG),06:08:00,06:35:00,07:19:00,14:50:00,14:57:00,6AM - 9AM,395.0,890.0,44.0,7.0,495.0,458.0,2025,7,23,2,0,2025-07-23
